2018-12-11T07:30:42.598Z  00014  15.8856   304.29   244.10    66.70    64.20     3.00     0.00   100.00    75.50    64.20     3.00     0.00     0.00   238.04   255.33     3.17     3.13
2018-12-11T07:30:57.240Z  00014  15.8894   304.29   244.10    66.80    64.30     3.00     0.00   100.00    75.50    64.30     3.00     0.00     0.00   237.94   255.16     3.17     3.15
2018-12-11T07:31:11.882Z  00014  15.8936   304.29   244.10    66.80    64.30     3.00     0.00   100.00    75.50    64.30     3.00     0.00     0.00   237.91   255.00     3.18     3.16
2018-12-11T07:31:26.523Z  00014  15.8975   304.29   244.10    66.90    64.40     3.00     0.00   100.00    75.50    64.40     3.00     0.00     0.00   237.95   254.86     3.17     3.16
2018-12-11T07:31:41.165Z  00014  15.9014   304.29   244.10    66.90    64.40     3.00     0.00   100.00    75.60    64.40     3.00     0.00     0.00   237.80   254.74     3.18     3.17
2018-12-11T07:31:55.807Z  00014  15.9053   304.29   244.10    67.00    64.50     3.00     0.00   100.00    75.60    64.50     3.00     0.00     0.00   237.88   254.87     3.18     3.16
2018-12-11T07:32:10.448Z  00014  15.9094   304.29   244.20    67.00    64.50     3.00     0.00   100.00    75.60    64.50     3.00     0.00     0.00   237.79   254.77     3.18     3.17
2018-12-11T07:32:25.090Z  00014  15.9133   304.29   244.20    67.10    64.60     3.00     0.00   100.00    75.70    64.60     3.00     0.00     0.00   237.71   254.75     3.19     3.17
2018-12-11T07:32:39.732Z  00014  15.9172   304.29   244.20    67.10    64.70     3.00     0.00   100.00    75.70    64.70     3.00     0.00     0.00   237.77   254.71     3.18     3.18
2018-12-11T07:32:54.373Z  00014  15.9211   304.29   244.20    67.20    64.70     3.00     0.00   100.00    75.70    64.70     3.00     0.00     0.00   237.87   254.84     3.18     3.17
