2020-01-01T00:02:22.323Z  00390   1.9144   128.80    49.20   137.80   142.10     3.00     0.00     0.00   119.50   142.10     2.90     0.00     0.00   184.97   191.00     3.18     4.15
2020-01-01T00:02:36.966Z  00390   1.9183   128.80    49.30   137.70   142.10     3.00     0.00     0.00   119.50   142.10     2.90     0.00     0.00   184.73   190.97     3.20     4.16
2020-01-01T00:02:51.607Z  00390   1.9222   128.80    49.30   137.70   142.00     3.00     0.00     0.00   119.50   142.00     2.90     0.00     0.00   184.82   191.14     3.19     4.14
2020-01-01T00:03:06.249Z  00390   1.9264   128.80    49.40   137.60   142.00     3.00     0.00     0.00   119.50   142.00     2.90     0.00     0.00   184.57   191.09     3.21     4.14
2020-01-01T00:03:20.891Z  00390   1.9303   128.80    49.40   137.60   141.90     3.00     0.00     0.00   119.40   141.90     2.90     0.00     0.00   184.62   191.03     3.20     4.15
2020-01-01T00:03:35.533Z  00390   1.9342   128.80    49.50   137.50   141.90     3.00     0.00     0.00   119.40   141.90     2.90     0.00     0.00   184.58   191.08     3.21     4.14
2020-01-01T00:03:50.174Z  00390   1.9381   128.80    49.50   137.50   141.80     3.00     0.00     0.00   119.40   141.80     2.90     0.00     0.00   184.53   191.06     3.21     4.15
2020-01-01T00:04:04.816Z  00390   1.9422   128.80    49.60   137.40   141.80     3.00     0.00     0.00   119.30   141.80     2.90     0.00     0.00   184.73   191.12     3.20     4.14
2020-01-01T00:04:19.457Z  00390   1.9461   128.80    49.60   137.40   141.80     3.00     0.00     0.00   119.30   141.80     2.90     0.00     0.00   184.61   191.05     3.21     4.15
2020-01-01T00:04:34.099Z  00390   1.9500   128.80    49.70   137.30   141.70     3.00     0.00     0.00   119.30   141.70     2.90     0.00     0.00   184.61   190.95     3.21     4.16
