2019-07-03T17:20:44.785Z  00213  15.0767    47.74   290.90    77.90    51.20     2.90     0.00     0.00   101.40    51.20     2.90     0.00     0.00   296.45   292.41     2.00     2.26
2019-07-03T17:23:11.202Z  00213  15.1164    47.74   290.80    78.40    51.70     2.90     0.00     0.00   101.70    51.70     2.90     0.00     0.00   268.41   263.81     1.89     2.38
2019-07-03T17:23:25.843Z  00213  15.1203    47.74   290.70    78.40    51.80     2.90     0.00     0.00   101.70    51.80     2.90     0.00     0.00   268.00   263.24     1.89     2.39
2019-07-03T17:23:40.485Z  00213  15.1242    47.74   290.70    78.50    51.80     2.90     0.00     0.00   101.80    51.80     2.90     0.00     0.00   267.70   262.84     1.89     2.40
2019-07-03T17:23:55.127Z  00213  15.1281    47.74   290.70    78.50    51.90     2.90     0.00     0.00   101.80    51.90     2.90     0.00     0.00   267.41   262.46     1.89     2.40
2019-07-03T17:24:09.768Z  00213  15.1322    47.74   290.70    78.50    51.90     2.90     0.00     0.00   101.80    51.90     2.90     0.00     0.00   267.18   262.15     1.88     2.41
2019-07-03T17:24:24.410Z  00213  15.1361    47.74   290.70    78.60    52.00     2.90     0.00     0.00   101.80    52.00     2.90     0.00     0.00   266.98   261.99     1.89     2.41
2019-07-03T17:24:39.052Z  00213  15.1400    47.74   290.70    78.60    52.00     2.90     0.00     0.00   101.90    52.00     2.90     0.00     0.00   266.79   261.73     1.89     2.42
2019-07-03T17:24:53.693Z  00213  15.1439    47.74   290.70    78.70    52.10     2.90     0.00     0.00   101.90    52.10     2.90     0.00     0.00   266.56   261.42     1.89     2.42
2019-07-03T17:25:08.335Z  00213  15.1481    47.74   290.60    78.70    52.10     2.90     0.00     0.00   101.90    52.10     2.90     0.00     0.00   266.34   261.07     1.88     2.43
