2020-07-01T00:55:45.002Z  00567   5.9042   229.97   108.90    68.20    89.20     3.00     0.00    71.60    55.50    89.20     3.00     0.00     0.00   185.68   195.18     3.14     3.68
2020-07-01T00:55:59.644Z  00567   5.9081   229.97   108.90    68.10    89.20     3.00     0.00    71.60    55.40    89.20     3.00     0.00     0.00   185.87   195.08     3.12     3.69
2020-07-01T00:56:14.287Z  00567   5.9119   229.97   108.90    68.10    89.10     3.00     0.00    70.60    55.40    89.10     3.00     0.00     0.00   185.70   195.19     3.13     3.68
2020-07-01T00:56:28.928Z  00567   5.9161   229.97   108.90    68.00    89.00     3.00     0.00    70.60    55.40    89.00     3.00     0.00     0.00   185.75   195.09     3.13     3.69
2020-07-01T00:56:43.570Z  00567   5.9200   229.97   108.90    68.00    89.00     3.00     0.00    70.60    55.40    89.00     3.00     0.00     0.00   185.63   195.22     3.14     3.68
2020-07-01T00:56:58.212Z  00567   5.9239   229.97   108.90    67.90    88.90     3.00     0.00    70.60    55.30    88.90     3.00     0.00     0.00   185.69   195.16     3.14     3.69
2020-07-01T00:57:12.853Z  00567   5.9278   229.97   108.90    67.90    88.90     3.00     0.00    70.60    55.30    88.90     3.00     0.00     0.00   185.83   195.13     3.13     3.69
2020-07-01T00:57:27.495Z  00567   5.9319   229.97   108.90    67.80    88.80     3.00     0.00    70.60    55.30    88.80     3.00     0.00     0.00   185.73   195.15     3.13     3.69
2020-07-01T00:57:42.137Z  00567   5.9358   229.97   108.90    67.80    88.80     3.00     0.00    70.60    55.20    88.80     3.00     0.00     0.00   185.72   195.05     3.13     3.70
2020-07-01T00:57:56.778Z  00567   5.9397   229.97   108.90    67.70    88.70     3.00     0.00    70.60    55.20    88.70     3.00     0.00     0.00   185.63   195.17     3.14     3.69
