  615446170.98500 00213     5297    10552    21617    11610    31737    10679   726793   730609   728292   729824   725814   729920   724572   724572   766517   732329       58     -312      -65    -1132       53     -298        0        0     4480       68   615446174.16300       34       15        1    65535    65535        0
  615446185.62600 00213     5361    10960    20575    12276    31842    10230   732420   736194   733991   735245   731289   735401   724580   724580   774679   738005       23     -387     -162    -1292      -22     -367      -16      -16     4420       82   615446188.16300       34       15        1    65535    65535        0
  615446200.26800 00213     5320    11150    19450    12694    31775     9550   737724   741437   739334   740355   736457   740538   724588   724588   781177   743319       13     -459     -228    -1418      -77     -421      -11      -11     4431       90   615446202.16300       34       15        1    65535    65535        0
  615446214.91000 00213     5178    11229    18293    12906    31580     8836   742762   746413   744362   745207   741353   745414   724584   724584   786730   748327      -14     -485     -294    -1516     -117     -462      -15      -15     4408       93   615446216.16200       34       15        1    65535    65535        0
  615446229.55100 00213     5004    11279    17309    13003    31498     8245   747554   751164   749152   749870   746042   750095   724595   724595   792061   753110      -22     -512     -344    -1572     -169     -501      -14      -14     4378      119   615446230.16300       34       15        1    65535    65535        0
  615446244.19300 00213     4766    11272    16436    13012    31460     7704   752164   755727   753755   754381   750598   754631   724587   724587   797193   757705      -34     -538     -385    -1627     -181     -513      -19      -19     4356      113   615446244.16200       34       15        1    65535    65535        0
  615446258.83500 00213     4521    11318    15651    12965    31446     7275   756640   760183   758223   758784   755036   759055   724593   724593   802115   762185      -38     -557     -404    -1657     -194     -519      -15      -15     4353      127   615446258.16200       34       15        1    65535    65535        0
  615446273.41800 00213     4260    11300    14938    12820    31470     6725   761014   764520   762596   763095   759391   763371   724599   724599   806702   766554      -48     -566     -432    -1683     -219     -540      -23      -23     4317      138   615446272.10400       34       15        1    65535    59854        0
  615446288.05900 00213     3751    11187    13445    12413    31279     5565   765315   768801   766868   767338   763635   767625   724632   724632   803211   770808      -59     -569     -447    -1710     -257     -544       -8       -8     4646      137   615446286.10400       34       15        1    65535    39289        0
  615446302.70100 00213     3199    10925    11918    11890    30884     4303   769455   772901   770993   771437   767744   771688   724642   724642   801904   774865      -51     -569     -466    -1723     -261     -548      -25      -25     4601      133   615446300.10400       34       15        1    65535    39034        0
