2020-04-01T00:16:08.395Z  00478  15.9164   175.72   269.40    78.30    62.00     3.00     0.00    12.80    94.40    62.00     3.00     0.00     0.00   258.15   256.89   257.58   262.92   254.32   264.56     3.69     2.54    10.66     9.35     5.05     1.84   298.43   298.38   298.35   298.49   298.25   298.12        5     0.34   298.72     0.93   298.65    32.33
2020-04-01T00:16:23.037Z  00478  15.9203   175.72   269.40    78.40    62.00     3.00     0.00    12.80    94.40    62.00     3.00     0.00     0.00   258.11   256.71   257.09   261.98   254.07   264.51     3.70     2.55    10.72     9.42     5.08     1.84   298.45   298.39   298.35   298.48   298.25   298.12        5     0.33   298.70     0.94   298.64    32.33
2020-04-01T00:16:37.679Z  00478  15.9242   175.72   269.40    78.40    62.10     3.00     0.00    10.10    94.40    62.10     3.00     0.00     0.00   257.92   256.63   255.45   261.66   253.85   264.39     3.72     2.55    10.92     9.44     5.10     1.85   298.45   298.39   298.35   298.49   298.25   298.12        5     0.34   298.71     0.94   298.64    32.33
2020-04-01T00:16:52.321Z  00478  15.9283   175.72   269.40    78.50    62.10     3.00     0.00    10.10    94.50    62.10     3.00     0.00     0.00   257.96   256.63   256.75   263.11   254.34   264.37     3.71     2.55    10.76     9.34     5.05     1.85   298.45   298.38   298.35   298.49   298.25   298.12        5     0.35   298.69     0.93   298.63    32.33
2020-04-01T00:17:06.963Z  00478  15.9322   175.72   269.40    78.50    62.20     3.00     0.00     8.30    94.50    62.20     3.00     0.00     0.00   258.17   256.58   256.64   262.33   254.28   264.27     3.69     2.56    10.77     9.39     5.06     1.85   298.44   298.39   298.35   298.50   298.25   298.12        5     0.35   298.71     0.93   298.65    32.33
2020-04-01T00:17:21.605Z  00478  15.9361   175.72   269.40    78.60    62.30     3.00     0.00     8.30    94.50    62.30     3.00     0.00     0.00   257.97   256.43   256.20   262.02   254.09   264.21     3.71     2.57    10.82     9.41     5.08     1.86   298.44   298.39   298.35   298.49   298.24   298.12        5     0.34   298.70     0.93   298.64    32.33
2020-04-01T00:17:36.246Z  00478  15.9400   175.72   269.40    78.60    62.30     3.00     0.00     6.40    94.60    62.30     3.00     0.00     0.00   258.03   256.31   254.76   262.33   254.24   264.07     3.71     2.58    11.00     9.39     5.06     1.87   298.43   298.38   298.34   298.49   298.23   298.11        5     0.34   298.68     0.93   298.63    32.33
2020-04-01T00:17:50.888Z  00478  15.9442   175.72   269.40    78.70    62.40     3.00     0.00     6.40    94.60    62.40     3.00     0.00     0.00   257.71   256.34   256.20   261.86   253.77   264.02     3.73     2.58    10.82     9.42     5.11     1.87   298.43   298.39   298.35   298.49   298.25   298.12        5     0.34   298.71     0.93   298.64    32.33
2020-04-01T00:18:05.530Z  00478  15.9481   175.72   269.40    78.70    62.40     3.00     0.00     5.50    94.60    62.40     3.00     0.00     0.00   257.79   256.23   256.22   262.15   254.01   264.01     3.73     2.59    10.82     9.40     5.09     1.87   298.43   298.38   298.34   298.49   298.26   298.12        5     0.34   298.70     0.94   298.64    32.33
2020-04-01T00:18:20.171Z  00478  15.9519   175.72   269.40    78.80    62.50     3.00     0.00     4.60    94.70    62.50     3.00     0.00     0.00   257.46   256.11   254.33   260.83   253.28   263.91     3.75     2.59    11.06     9.50     5.16     1.87   298.44   298.38   298.34   298.48   298.24   298.12        5     0.35   298.71     0.95   298.63    32.33
