2019-04-01T00:32:17.929Z  00122   9.9022     4.21    94.00    36.30    28.20     2.90     0.00     0.00    58.80    28.20     2.90     0.00     0.00   262.04   263.05   251.39   257.96   259.89   261.13     2.75     0.82     9.54     9.55     4.35     1.58   298.31   298.38   298.06   298.53   298.23   298.04        5     0.48   298.72     1.99   298.65    31.61
2019-04-01T00:32:32.570Z  00122   9.9064     4.21    94.00    36.30    28.10     2.90     0.00     0.00    58.80    28.10     2.90     0.00     0.00   262.41   263.27   252.76   258.10   259.84   261.25     2.73     0.82     9.45     9.53     4.35     1.57   298.31   298.37   298.05   298.53   298.24   298.05        5     0.49   298.69     1.98   298.65    31.61
2019-04-01T00:32:47.212Z  00122   9.9103     4.21    94.00    36.30    28.10     2.90     0.00     0.00    58.80    28.10     2.90     0.00     0.00   262.27   263.30   253.11   257.91   259.80   261.33     2.74     0.82     9.42     9.55     4.36     1.57   298.32   298.38   298.06   298.54   298.24   298.06        5     0.48   298.71     1.98   298.66    31.62
2019-04-01T00:33:01.854Z  00122   9.9142     4.21    94.00    36.30    28.00     2.90     0.00     0.00    58.80    28.00     2.90     0.00     0.00   262.64   263.51   253.83   258.79   260.12   261.55     2.72     0.82     9.38     9.49     4.33     1.56   298.31   298.38   298.06   298.54   298.24   298.05        5     0.47   298.72     1.97   298.66    31.62
2019-04-01T00:33:16.495Z  00122   9.9181     4.21    94.00    36.30    28.00     2.90     0.00     0.00    58.80    28.00     2.90     0.00     0.00   262.74   263.43   253.80   258.78   260.48   261.49     2.72     0.82     9.38     9.49     4.30     1.56   298.31   298.38   298.07   298.53   298.23   298.05        5     0.47   298.71     1.96   298.65    31.62
2019-04-01T00:33:31.137Z  00122   9.9222     4.21    94.00    36.20    27.90     2.90     0.00     0.00    58.90    27.90     2.90     0.00     0.00   262.23   263.14   250.30   258.14   260.30   261.37     2.74     0.82     9.59     9.53     4.32     1.57   298.31   298.37   298.07   298.53   298.23   298.05        5     0.48   298.69     1.96   298.65    31.63
2019-04-01T00:33:45.779Z  00122   9.9261     4.21    94.10    36.20    27.80     2.90     0.00     0.00    58.90    27.80     2.90     0.00     0.00   262.51   263.48   252.04   258.04   260.17   261.55     2.73     0.82     9.48     9.53     4.33     1.56   298.31   298.38   298.07   298.53   298.23   298.05        5     0.47   298.72     1.96   298.66    31.63
2019-04-01T00:34:00.420Z  00122   9.9300     4.21    94.10    36.20    27.80     2.90     0.00     0.00    58.90    27.80     2.90     0.00     0.00   262.65   263.67   253.22   258.07   260.30   261.81     2.72     0.82     9.41     9.53     4.32     1.55   298.31   298.37   298.06   298.53   298.23   298.06        5     0.47   298.71     1.96   298.65    31.64
2019-04-01T00:34:15.062Z  00122   9.9339     4.21    94.10    36.20    27.70     2.90     0.00     0.00    58.90    27.70     2.90     0.00     0.00   262.88   263.59   253.61   258.15   260.44   261.69     2.71     0.82     9.38     9.52     4.30     1.56   298.32   298.38   298.08   298.53   298.24   298.06        5     0.51   298.73     1.95   298.65    31.64
2019-04-01T00:34:29.704Z  00122   9.9381     4.21    94.10    36.10    27.70     2.90     0.00     0.00    58.90    27.70     2.90     0.00     0.00   262.72   263.47   251.50   258.41   260.37   261.53     2.72     0.82     9.51     9.51     4.31     1.56   298.31   298.38   298.07   298.53   298.22   298.05        5     0.49   298.71     1.95   298.65    31.65
